[x, y, w, h]=[227,197,311,288]
[x, y, w, h]=[197,273,227,392]

[x, y, w, h]=[129,247,171,413]
[x, y, w, h]=[194,278,224,388]
[x, y, w, h]=[228,197,311,288]

[x, y, w, h]=[129,246,173,414]
[x, y, w, h]=[227,197,311,287]
[x, y, w, h]=[191,279,222,391]
[x, y, w, h]=[167,241,204,376]

[x, y, w, h]=[130,242,174,415]
[x, y, w, h]=[188,281,218,387]
[x, y, w, h]=[166,244,201,372]
[x, y, w, h]=[229,197,311,287]

[x, y, w, h]=[131,243,175,415]
[x, y, w, h]=[168,240,199,376]
[x, y, w, h]=[228,198,311,287]

[x, y, w, h]=[130,242,176,415]
[x, y, w, h]=[172,237,199,378]
[x, y, w, h]=[231,199,312,287]

[x, y, w, h]=[128,241,180,415]
